Title,Brand,Screen_Size,Ram,Series,Rating,Color,Chipset,Wireless,Weight,No_of_Processor,Flash_Memory,Battery,No_of_Reviews,Price
"EXCaliberPC 2021 MSI Creator 15 A11UH-492 (i7-11800H, 16GB RAM, 1TB NVMe SSD, RTX 3080 8GB, 15.6"" 4K UHD, Windows 10 Pro) Content Creation Laptop",EXCaliberPC,156 Inches,46 GHz,Creator 15 A11UH,nan,16GB RAM,Intel,Bluetooth,463 pounds,8,None,None,nan,"$2,399.00"
Dell Inspiron 15.6 Inch HD Touchscreen Flagship High Performance Laptop PC | Intel Core i5-7200U | 8GB Ram | 256GB SSD | Bluetooth | WiFi | Windows 10 (Black),Dell,156 Inches,8 GB DDR,Dell I3567,4.4 out of 5 stars,Black,Intel,80211bgn 80211b 80211bg,507 pounds,2,256,1 Lithium Metal batteries required,723 ratings,$379.00
"Dell Latitude 7420 14"" Intel Core i5-1145G7 256GB PCIe SSD 16GB FHD Touch (1920X1080) 300 NIT IR Cam Win 11 Pro (Certified Refurb)",Dell,14 Inches,SSD,Latitude,5.0 out of 5 stars,None,Intel,Bluetooth,473 pounds,1,256 GB,1 Lithium Ion batteries required included,1 rating,$649.00
"Generic New 17.3"" 1600x900 Laptop Replacement LED LCD Screen Compatible with HP Pavilion DV7 fits DV7-4165DX, DV7-4285DX, DV7-6C95DX, DV7-6B56NR, DV7-6C54EA, DV7-6B55DX, DV7-4269wm",None,173 Inches,None,None,4.1 out of 5 stars,None,None,None,8 ounces,None,None,None,26 ratings,$59.93
"Dell Latitude 14 7000 7480 Business UltraBook - 14in (1366x768), Intel Core i5-6300U, 256GB SSD, 8GB DDR4, Backlit Keys, Webcam, Windows 10 Professional (Renewed)",Dell,14 Inches,8 GB DDR4,Latitude 12 7000 Series 7480 Notebook PC,4.4 out of 5 stars,Black,Intel,Bluetooth 80211ac,3 pounds,2,256 GB,1 Lithium Ion batteries required included,353 ratings,nan
"Lenovo Chromebook Flex 5 13"" Laptop, FHD Touch Display, Intel Core i3-10110U, 4GB RAM, 64GB Storage, Chrome OS",Lenovo,133 Inches,4 GB DDR4,ChromeBook Flex 5,4.4 out of 5 stars,Graphite Grey,Intel,80211ax,297 pounds,1,64,1 Lithium Polymer batteries required included,"4,746 ratings",$239.99
"Dell Latitude E7470 14 inches Laptop, Core i7-6600U 2.6GHz, 16GB RAM , 512GB Solid State Drive, Windows 10 Pro 64Bit, CAM (Renewed)",Dell,14 Inches,512 GB SSD,Dell Latitude,4.3 out of 5 stars,None,Intel,None,332 pounds,2,512 GB,1 Lithium Ion batteries required included,54 ratings,nan
"Dell Latitude 5000 5530 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 12th Gen i5-1235U Deca-core (10 Core) 1.30 GHz - 16 GB Total RAM - 256 GB SSD - Gray",Dell,156 Inches,256 GB SSD,Latitude 5000,nan,Gray,Intel,None,563 pounds,1,None,1 Lithium Ion batteries required included,nan,$950.00
"Dell Latitude E7470 14in Laptop, Core i5-6300U 2.4GHz, 8GB Ram, 256GB SSD, Windows 10 Pro 64bit (Renewed)",Dell,14 Inches,256 GB SSD,Latitude E7470,4.3 out of 5 stars,Black,Intel,Infrared,33 pounds,2,256 GB,1 Lithium Polymer batteries required included,"1,001 ratings",nan
"2021 Dell 11.6-inch Convertible 2-in-1 Touchscreen Chromebook, Intel Celeron Processor Up to 2.48GHz, 4GB Ram 16GB SSD, HDMI, Chrome OS (Touchscreen) (Renewed)",Dell,116 Inches,248 GHz,Dell 116inch Chromebook,4.0 out of 5 stars,grey,Intel,Bluetooth,42 pounds,2,None,None,536 ratings,nan
"Dell Latitude 5000 Series 5520 Business Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1145G7 vPro, 16GB RAM, 512GB SSD, IR Camera, NFC, Backlit Keyboard, Wi-Fi 6, Windows 11 Pro",Dell,156 Inches,512 GB SSD,Latitude,4.5 out of 5 stars,Silver,Intel,None,6 pounds,4,None,None,6 ratings,nan
"Dell Latitude 7280 12.5-Inch HD Anti-Glare Display 7th Generation Laptop Notebook (Intel Core i5-7300U 2.60 GHz, 8GB Ram, 512GB SSD, HDMI, Camera, WiFi ) Win 10 Pro (Renewed)",Dell,125 Inches,8 GB SDRAM,Latitude 7280,4.3 out of 5 stars,Black,Intel,Bluetooth,26 pounds,1,512 GB,1 Lithium Ion batteries required included,108 ratings,nan
Dell Latitude E6430 Laptop WEBCAM - HDMI - Intel Core i5 2.6ghz - 8GB DDR3 - 500GB - DVD - Windows 10 Pro 64bit - (Renewed),Dell,14 Inches,320 GB Hybrid Drive,Latitude E6430,4.0 out of 5 stars,Gray,Intel,80211bgn,46 pounds,2,None,1 Lithium Ion batteries required included,654 ratings,nan
"Dell Latitude 7390 Notebook with Intel QC i7-8650U, 16GB 256GB SSD, 13.3in FHD Windows 10 pro (Renewed)",Dell,133 Inches,16 GB DDR4,Intel Core i78650u,4.1 out of 5 stars,None,Intel,80211n 80211b 80211g,388 pounds,4,256 GB,1 Lithium Ion batteries required,20 ratings,nan
"ASUS Vivobook Laptop, 17.3"" HD+ (1600x900) Non-Touch Display, Intel Core i5 Quad-Core Processor, 20GB DDR4 RAM, 512GB PCIe NVMe M.2 SSD, Webcam, HDMI, USB Type-C, Wi-Fi 5, Windows 11 Home, Silver",ASUS,173 Inches,512 GB SSD,VivoBook,4.2 out of 5 stars,Silver,Intel,Bluetooth 80211ac,709 pounds,4,512 GB,1 Lithium Ion batteries required included,143 ratings,$509.00
"2022 HP Victus 15.6"" FHD IPS 144 Hz Gaming Laptop 12th Intel i7-12650H 10-Core Nvidia RTX 3050 Ti 4GB 32GB DDR4 1TB NVMe SSD WiFi 6 RJ-45 Backlit Keyboard Windows 11 Pro w/ RATZK 32GB USB",HP,156 Inches,32 GB DDR4,VICTUS 15,4.6 out of 5 stars,Mica Silver,NVIDIA,80211ax,8 pounds,10,None,None,3 ratings,nan
"Dell Precision 5570 15.6"" Workstation (2022 Model) Intel 12th Gen i7-12700H(14-Core) 512GB SSD 32GB DDR5 RAM NVIDIA RTX A2000 FHD+ (1920x1200) Non-Touch Win 11 PRO (Renewed)",Dell,156 Inches,SSD,Dell Precision 5570,nan,None,NVIDIA,None,599 pounds,1,512 GB,1 Lithium Ion batteries required included,nan,nan
"HP Pavilion x360 15.6 inch 2-in-1 Laptop PC, 11th Gen Intel Core i5-1135G7, 12 GB RAM, 256 GB SSD Storage, Full HD IPS Micro-Edge Display, Windows 10 Home, HD Webcam, Audio by B&O (15-er0010nr, 2021)",HP,156 Inches,12 GB DDR4,15er0010nr,4.5 out of 5 stars,Natural Silver,Intel,Bluetooth 80211ax,396 pounds,4,12,1 Lithium Ion batteries required included,29 ratings,$699.00
"2022 Newest Dell Inspiron 3000 Premium Laptop, 15.6 FHD Display, Intel Core i5-1135G7, 16GB DDR4 RAM, 1TB PCIe SSD, Online Meeting Ready, Webcam, WiFi, HDMI, Windows 11 Home, Black",Dell,156 Inches,2400 MHz,Inspiron,4.1 out of 5 stars,Black,Intel,Bluetooth,56 pounds,4,1 TB,None,30 ratings,$564.00
"Dell XPS 15 9520 Laptop (2022) | 15.6"" 4K Touch | Core i9 - 1TB SSD - 32GB RAM - 3050 Ti | 14 Cores @ 5 GHz - 12th Gen CPU Win 11 Home",Dell,156 Inches,1000 GB SSD,XPS 9520 Laptop,nan,Platinum Silver,NVIDIA,Bluetooth,8 pounds,14,None,None,nan,"$2,370.92"
"HP 15.6-inch Laptop, AMD Ryzen 7 5700U, 8 GB RAM, 256 GB SSD, HD Micro-Edge Display, Windows 11 Home, Thin & Portable, Long-Lasting Battery, Full-Size Keyboard, Wi-Fi 6 & Bluetooth (15-ef2025nr, 2022)",HP,156 Inches,8 GB 8 GB DDR4,HP Laptop 15ef2025nr,4.4 out of 5 stars,Natural silver,AMD Radeon Graphics,Bluetooth 80211ax,375 pounds,8,None,1 Lithium Ion batteries required included,413 ratings,$527.50
"2022 Newest HP Laptop with Microsoft Office Included 1-Year, 15.6"" HD Screen, AMD Athlon 3050U 16GB RAM 1TB SSD HDMI Port Webcam Gold White Windows 11 | College Student Bundle, ROKC HDMI Cable",HP,156 Inches,1000 GB SSD,None,4.2 out of 5 stars,Gold,AMD,Bluetooth,375 pounds,2,16 GB,1 Lithium Ion batteries required included,113 ratings,$549.99
"2022 Newest HP 15.6"" HD Non-Touch Laptop 11th gen Intel Core i3-1115G4, 8GB RAM, 256GB SSD, HD Webcam, WiFi, Bluetooth 4.2, USB Type-C, HDMI, Windows 10 S, Natural Silver, LPT 2-Week Support",HP,156 Inches,41 GHz,None,4.0 out of 5 stars,Natural Silver,Intel,Bluetooth 80211b,375 pounds,2,256 GB,1 Lithium Ion batteries required included,12 ratings,$356.00
"2022 Newest HP 14"" FHD Laptop for Business and Student, AMD Ryzen3 3250U (Beat i5 7200U), 16GB RAM, 1TB SSD, Webcam, Wi-Fi, Bluetooth, HDMI, Fast Charge, Windows 11, ROKC Mousepad",HP,14 Inches,1000 GB SSD,None,4.7 out of 5 stars,None,AMD,Bluetooth 80211b,375 pounds,2,None,1 Lithium Ion batteries required included,22 ratings,$509.99
"HP Envy x360 2-in-1 15.6"" Touchscreen Laptop, Intel Core i5-1135G7, Intel Iris Xe Graphics, 16GB DDR4 RAM, 512GB PCIE SSD, Backlit Keyboard, Fingerprint, Stylus Pen, Win 11 Home, Silver",HP,156 Inches,None,None,4.6 out of 5 stars,None,None,Bluetooth 80211ax,643 pounds,4,None,None,6 ratings,$698.99
"HP 11'' HD IPS Touchscreen Laptop, Windows 11, Intel i3 Processor Up to 2.50GHz, 4GB RAM, 128GB SSD, HDMI, Super-Fast WiFi, Dale Black (Renewed)",HP,11 Inches,128 GB SSD,HP 11 Laptop,3.8 out of 5 stars,None,Intel,Bluetooth,51 pounds,2,None,1 Lithium Ion batteries required included,32 ratings,nan
"HP 2023 Newest 15 inch Laptop, Intel Quad-Core Processor, 8GB RAM, 256GB SSD, Wi-Fi, Bluetooth, HDMI, Windows 11 Home, Bundle with JAWFOAL",HP,15 Inches,8 GB DDR4,HP Laptop,4.5 out of 5 stars,Black,Intel,80211ac,28 pounds,4,None,None,29 ratings,$399.99
"HP Laptop X360 14a Chromebook 14"" HD Touchscreen, Entertaining from Any Angle Intel Celeron, 4GB LPDDR4 64GB eMMC WiFi Webcam Stereo Speakers Bluetooth 4.2 Chrome Blue Metallic Color (Renewed)",HP,14 Inches,28 GHz,HP Spectre x360,4.5 out of 5 stars,Nocturne blue,Intel,80211ac,364 pounds,2,64 GB,1 Lithium Polymer batteries required,"1,243 ratings",nan
"Panasonic Toughbook CF-54G2878VM 256GB SSD, 8RG RAM, Emissive Backlit Keyboard, Windows 10 Pro",Panasonic,14 Inches,1 GHz,Toughbook 54,nan,None,AMD,None,001 ounces,1,256,1 Lithium Ion batteries required included,nan,"$2,160.72"
New Dell Latitude 3520 Laptop - i3-1005G1 - 128GB SSD - 8GB RAM - w/Free pre-Installed Office Professional Software / Windows 11 Pro,Dell,156 Inches,128 GB HDD,Dell Latitude,5.0 out of 5 stars,None,Intel,Bluetooth 80211ax,589 pounds,2,128 GB,1 Lithium Ion batteries required included,2 ratings,$559.99
"Toughbook Panasonic FZ-55, Intel Core i5-8365U at 1.60GHz, 14.0 inch HD, 16GB, 512GB M.2 SSD, WiFi, HDMI, Bluetooth, No Webcam, Backlit Keyboard, Windows 10 Pro",Toughbook,14 Inches,16 GB DDR4,FZ55 MK1,nan,None,Intel,80211abgnac,8 pounds,4,None,1 Lithium Ion batteries required included,nan,"$2,595.91"
"Toughbook Panasonic FZ-55, Intel Core i7-8665U @1.9GHZ, 14.0"" HD LCD, Windows 10 Pro, Backlit Emissive Keyboard, 8GB, 512GB M.2 SSD, Infrared Hello Webcam",Toughbook,14 Inches,512 GB SSD,FZ55,5.0 out of 5 stars,SilverBlack,Intel,Bluetooth,46 pounds,4,512 GB,1 Lithium Ion batteries required included,1 rating,"$3,019.99"
"Panasonic Toughbook CF-31 MK5, Intel i5-5300U 2.3GHz, 13.1 LED Touchscreen, 8GB, 480GB SSD, Windows 10 Pro, WiFi, Bluetooth, DVD, 4G LTE (Renewed)",Panasonic,131 Inches,23 GHz,CF31 MK5,5.0 out of 5 stars,SilverBlack,Intel,Bluetooth 80211a,79 pounds,2,480 GB,None,3 ratings,nan
PANASONIC TOUGHBOOK/CF-31/core i7/Intel Core i7-5600U 2.60GHz/8gb ram/ 256gb Solid State Hard Drive (SSD)/Windows 10 pro/Touch Screen/ 13.3 inch / Rugged Laptop/WiFi/Bluetooth/,Panasonic,131 Inches,256 GB SSD,CF31,nan,None,Intel,Bluetooth,82 pounds,2,None,1 Lithium Ion batteries required included,nan,"$4,999.99"
"HP Chromebook 11 G6 Ee 11.6"" Chromebook Intel Celeron 1.10 GHz 4 GB 16 GB Chrome OS (Renewed)",HP,116 Inches,2400 MHz,HP Chromebook,4.2 out of 5 stars,None,Intel,80211abg,27 pounds,2,32,None,102 ratings,nan
"Panasonic Toughbook 31, CF-31 MK5, Intel Core i5-5300U 2.30GHz, 13.1"" XGA Touchscreen, 8GB, 256GB SSD, Wi-fi, Bluetooth, 4G LTE, Dedicated GPS, Backlit Keyboard, Black Edition, Win 10 Pro (Renewed)",Toughbook,131 Inches,8 GB DDR3,CF31 MK5 Black Edition,nan,None,Intel,Bluetooth,None,2,None,None,nan,nan
"Panasonic Toughbook CF 31 13.1"" LED Intel Core I5-5300U 2.3GHz 4GB RAM 500GB HDD Windows 7 Professional Rugged Notebook CF-3110451CM",Panasonic,131 Inches,1600 MHz,Toughbook,nan,None,Intel,80211a,13 pounds,2,None,None,nan,"$3,299.99"
"HP 15.6"" Micro-Edge HD Laptop, Intel Core i3-1115G4 up to 4.1GHz (Beat i5-1035G4), 16GB RAM, 1TB PCIe SSD, Wi-Fi 6, Lightweight, Bluetooth, Webcam, Fast Charge, 11 Hours Battery Life, HDMI, Win11",HP,156 Inches,41 GHz,HP Laptop,4.6 out of 5 stars,Windows 11s,Intel,Bluetooth 80211abgnac,559 pounds,2,1 TB,1 Lithium Ion batteries required included,17 ratings,$569.00
"Panasonic Toughbook CF-53, Intel Core i5 3rd Gen, 14 HD, 16 GB, 480 GB SSD, DVD, WiFi, Bluetooth, Windows 10 Pro (Renewed)",Panasonic,14 Inches,500 GB SSD,Panasonic Toughbook,4.0 out of 5 stars,Black,Intel,Bluetooth 80211a,638 pounds,2,480 GB,1 Lithium Ion batteries required included,17 ratings,nan
"Panasonic Toughbook 54 Lite 14"" Notebook, 4 GB RAM, 500 GB HDD, Black/Silver (CF-54A2900CM)",Panasonic,14 Inches,1600 MHz,Toughbook,2.7 out of 5 stars,BlackSilver,Intel,80211bgn,715 pounds,2,None,1 Lithium Ion batteries required included,3 ratings,"$3,699.99"
"Panasonic Toughbook 54, CF-54 MK3, 14-inch FHD, Gloved Multi-Touch, Intel Core i5-7300U @ 2.60GHz, 16GB RAM, 256GB SSD, 4G LTE, Webcam, Backlit Keyboard, Windows 10 Pro (Renewed)",Toughbook,14 Inches,16 GB DDR4,CF54 MK3,5.0 out of 5 stars,None,Intel,Bluetooth 80211abgnac,659 pounds,2,None,1 Lithium Ion batteries required,1 rating,nan
"Panasonic Toughbook CF-31 MK5, Intel i5-5300U @2.3GHz, 13.1-inch LED Touchscreen, 16GB, 512GB SSD, Windows 10 Pro, WiFi, Bluetooth, DVD, 4G LTE, Backlit Keyboard, Webcam, GPS (Renewed)",Toughbook,131 Inches,16 GB DDR3,Panasonic Toughbook,4.5 out of 5 stars,None,Intel,80211a,1053 pounds,2,512 GB,1 Lithium Ion batteries required included,13 ratings,nan
Panasonic Toughbook CF-53JJCZY1M 14 LED Notebook Intel Core i5-3320M 2.60 GHz,Panasonic,14 Inches,26 GHz,Toughbook CFC3,5.0 out of 5 stars,Silver and black,intel,80211n,55 pounds,1,None,1 Lithium Ion batteries required,2 ratings,"$1,899.00"
"Panasonic Toughbook CF-54, Intel i5-6300U 2.40GHz, 14.0  FHD (1920 x 1080) Multi Touch, 8GB, 256GB SSD, Webcam, Backlit Keyboard, DVD Multi Drive, 4G LTE, WiFi, Bluetooth, Windows 10 Pro (Renewed)",Panasonic,14 Inches,8 GB DDR3,CF54,nan,None,Intel,Bluetooth,2 pounds,2,256 GB,None,nan,nan
"HP Elitebook 840 G5 14-inch FHD (1920x1080) Business Laptop (Intel Quad-Core i5-8250U, 8GB DDR4 RAM, 256GB SS USB Type-C, HDMI, Windows 10 Pro (Renewed)",HP,14 Inches,8 GB DDR4,HP EliteBook,3.8 out of 5 stars,Silver,Intel UHD Graphics 620,Bluetooth,325 pounds,4,256 GB,1 Lithium Ion batteries required included,58 ratings,nan
"Panasonic Toughbook CF-31 MK4 i5 2.7Ghz, 320GB Hard Drive, 4GB Ram, Windows 7 Pro",Toughbook,131 Inches,4 GB DDR4,CF31MK4,5.0 out of 5 stars,None,Intel,Bluetooth,None,1,None,None,3 ratings,nan
"Panasonic Toughbook CF 53 MK4, i5 4310M 2.00GHz, 14In HD Touchscreen, 8GB, 256GB SSD, Windows 10 Pro, Wi Fi, Bluetooth, DVD, GPS, 4G LTE (Renewed), 14 14.99 In",Toughbook,14 Inches,256 GB SSD,CF53,4.0 out of 5 stars,None,Intel,80211a,858 pounds,2,None,1 Lithium Ion batteries required included,1 rating,nan
"Panasonic Toughbook CF-53 Laptop PC, Intel i5-2520M 2.5GHz, 16GB RAM, 1TB SSD, Windows 10, Touchscreen, Laptop Bag (Renewed)",Panasonic,14 Inches,Intel HD Graphics 3000,CF53RL2C,3.9 out of 5 stars,Black,Intel,None,948 pounds,1,None,1 Lithium Ion batteries required included,29 ratings,nan
Dell Latitude 5490 | 14 inch Full HD FHD Business Laptop | Intel 8th Gen i5-8350U Quad Core | 16GB DDR4 | 256GB SSD | Win 10 Pro (Renewed),Dell,14 Inches,2400 MHz,Latitude 145000 5490,4.4 out of 5 stars,Black,Intel,Bluetooth 80211ac,352 pounds,4,256 GB,1 Lithium Ion batteries required included,57 ratings,nan
Black Panasonic Toughbook CF-31 █ Windows 11 █ Global GPS + Touchscreen + 16GB ram / 960GB SSD (Renewed),Panasonic,133 Inches,23 GHz,Panasonic Toughbook,nan,None,Panasonic,None,5 pounds,4,None,None,nan,nan
"Toughbook CF-31SPLAX1M 13.1"" Touchscreen LED (CircuLumin) Notebook - Intel Core i7 i7-3520M 2.90 GHz",Toughbook,131 Inches,500 GB HDD,cf31JPL2R1M,nan,None,Intel,Bluetooth,None,2,None,None,nan,"$1,599.99"
"Newest HP 14"" Flagship Laptop, Windows 11 OS, AMD Processor Up to 3.2GHz, 4GB DDR4, 128GB SSD, Webcam, Sparkling Silver (Renewed)",HP,14,AMD,None,4.7 out of 5 stars,None,AMD,None,427 pounds,None,None,1 Lithium Ion batteries required,4 ratings,nan
"Panasonic Toughbook CF-54A2900BM Laptop (Windows 8.1, Intel Core i5 5300u, 14"" LED-Lit Screen, Storage: 512 GB, RAM: 4 GB) Black",Panasonic,14 Inches,1600 MHz,Toughbook 54,5.0 out of 5 stars,Black,Intel,80211a,42 pounds,2,512 GB,None,1 rating,nan
"Panasonic Toughbook CF-31 13.1"" Notebook - Intel Core i5 i5-3320M 2.60 GHz, 8GB Memory 500GB Hard Drive, Windows 7 Professional",Panasonic,131 Inches,26 GHz,CF31,3.0 out of 5 stars,None,Intel,80211abg 80211abgn 80211a,82 pounds,1,None,None,1 rating,"$2,999.99"
"Panasonic Toughbook 54, CF-54 MK2, Intel Core i5-6300U 2.40GHz, 14in HD, Non-Touchscreen, 8GB, 256GB SSD, Wi-fi, Bluetooth, Backlit Keyboard, DVD, Windows 10 Pro (Renewed)",Toughbook,14 Inches,8 GB DDR3,CF54,nan,None,Intel,80211abgnac,45 pounds,2,None,1 Lithium Ion batteries required included,nan,nan
"Toughbook CF-31JAGAF1M 13.1"" LED Notebook - Intel Core i5 i5-2520M 2.50 GHz",Panasonic,131 Inches,320 GB HDD,CF31JAGAF1M,nan,None,Intel,Bluetooth,1140 pounds,2,None,None,nan,nan
"Panasonic Toughbook CF-53 CF-532ALRYNM Intel Core i5-4310U 2.0GHz, 2nd LAN, Multi-Drive, 500GB Hard Drive, 4GB Ram, Windows 7 Pro",Toughbook,14 Inches,Intel,Panasonic Toughbook,nan,None,Intel,Bluetooth,827 pounds,1,None,1 Lithium Ion batteries required included,nan,nan
"Panasonic Toughbook 53, CF-53 MK2, i5-3320 @2.60GHz, HD Touchscreen, 8GB, 256GB SSD, Windows 10 Pro, WiFi, Bluetooth, DVD, 4G LTE (Renewed)",Toughbook,14 Inches,8 GB DDR3,CF53 mk2,3.1 out of 5 stars,None,Intel,Bluetooth,858 pounds,2,None,1 Lithium Ion batteries required included,3 ratings,nan
Panasonic Toughbook CF-52VAABY1M 15.4-Inch Laptop (Silver),Panasonic,154 Inches,1333 MHz,Toughbook,3.0 out of 5 stars,Silver,AMD,80211bgn,1 pounds,2,None,1 Lithium Ion batteries required included,1 rating,"$3,049.99"
"Toughbook Panasonic FZ-55, Intel Core i5-8365U @1.60GHz, 14.0"" 1920 X 1080 FHD Touchscreen, 8GB, 512GB SSD, 4G LTE, WiFi, HDMI, Bluetooth, Webcam, Backlit Keyboard, Windows 10 Pro",Toughbook,14 Inches,8 GB DDR4,FZ55 MK1,nan,None,Intel,80211abgnac,8 pounds,4,512 GB,1 Lithium Ion batteries required included,nan,"$2,999.99"
"Toughbook Panasonic 2-in-1 CF-20 MK2, CF-20G0205VM, Intel i5-7Y57, 256GB SSD, 8GB RAM, Bridge Battery, 4G LTE, Win 10 Pro",Toughbook,101 Inches,8 GB DDR3L,CF20 MK2,nan,None,Intel,80211ac,396 pounds,2,None,None,nan,"$3,454.99"
"Panasonic Toughbook CF-31 MK4, i5-3340M @2.7GHz, 13.1-inch XGA Touchscreen, 8GB, 240GB SSD, Windows 10 Pro, WiFi, Bluetooth (Renewed)",Panasonic,131 Inches,27 GHz,CF31,4.4 out of 5 stars,SilverBlack,Intel,Bluetooth,79 pounds,2,240 GB,1 Lithium Ion batteries required included,42 ratings,nan
"CF-31/MK6/16GB RAM/1TB SSD/Windows/Intel Core i5-7300U 2.60GHz/13.1"" XGA Touchscreen LCD/HDMI/GIGABIT LAN/RJ45/DUAL Pass/USB 3.0/USB 2(3 Ports)/9 pin Serial Port/vga/BT/WiFi/Standard Keyboard",Panasonic,131 Inches,26 GHz,CF318,nan,SILVER BLACK,Intel,None,10 pounds,2,None,1 Lithium Ion batteries required included,nan,"$4,599.99"
"Panasonic Toughbook CF-54 MK3, Intel Core I5-7300U @ 2.60GHz, 14"" HD, 32GB, 512GB SSD, 4G LTE, Webcam, Backlit Keyboard, DVD, Windows 10 Pro (Renewed)",Toughbook,14 Inches,512 GB SSD,CF54 MK3 i5,nan,None,Intel,80211abgnac,649 pounds,2,None,1 Lithium Ion batteries required included,nan,nan
"Panasonic Toughbook CF-54, Intel Core i5-7300U 2.60 GHz, 14.0 HD, 32GB RAM, 1TB SSD, Wifi, Bluetooth, Windows 10 Pro (Renewed)",Panasonic,14 Inches,35 GHz,CF54,nan,None,Intel,Bluetooth 80211a,46 pounds,1,1 TB,None,nan,nan
Panasonic CF-532JCZYCM Toughbook 53 14 inch LED Notebook - Intel Core i5 i5-4310U 2 GHz - 4 GB RAM - 320 GB HDD - DVD-Writer - Intel HD Graphics 4400 - Windows 7 Professional - 1366 x 768 Display - Bluetooth,Intel,14 Inches,320 GB,Panasonic Toughbook,nan,None,Intel,Bluetooth 80211a,56 pounds,2,None,None,nan,nan
"Panasonic Toughbook CF-31 MK5, Intel i5-5300U 2.3GHz, 13.1 LED Touchscreen, 8GB, 256GB SSD, Windows 10 Pro, WiFi, Bluetooth, DVD, 4G LTE, GPS, Backlit Keyboard (Renewed)",Toughbook,13 Inches,8 GB DDR4,Cf31 mk5,3.6 out of 5 stars,None,Intel,Bluetooth 80211a,1087 pounds,2,None,1 Lithium Ion batteries required included,9 ratings,nan
"Panasonic Toughbook CF-33, Intel i5-6300U @2.40GHz, 12"" QHD Multi-Touch + Digitizer, 8GB RAM, 256GB SSD, Wi-Fi, Bluetooth, Webcam, Rear Camera, Dual Pass, TPM, Premium Keyboard, Win 10 Pro (Renewed)",Toughbook,12 Inches,8 GB SDRAM,CF33 MK1,nan,None,Intel,80211abg,None,2,None,None,nan,nan
"Panasonic Winxp (WIN7 Coa), Intel Core I5 540M 2.53GHZ, Vpro, 15.4 Wuxga, 250GB, 2GB, 512M",Panasonic,154 Inches,250 GB HDD,cf52mlbbd1m,nan,None,Intel,80211abg,10 pounds,4,None,1 Lithium Ion batteries required,nan,nan
"Toughbook CF-31SX-002M 13.1"" LED Notebook - Intel Core i5 2.60 GHz",Intel,131 Inches,Intel,None,nan,None,Intel,None,None,1,None,None,nan,nan
"Panasonic CF-54F0001VM Semi Rugged Toughbook (Intel Core i5-6300U 2.40GHz, 500GB Hard Drive, 4GB Ram, Emissive Backlit Keyboard)",Toughbook,14 Inches,Intel HD Graphics,CF54F0001VM,nan,None,Intel,Bluetooth,None,1,None,None,nan,"$2,399.99"
"Toughbook CF-31WXLAXLM 13.1"" Touchscreen LED (CircuLumin) Notebook - Intel Core i5 i5-3340M 2.70 GHz",Panasonic,131 Inches,1333 MHz,Toughbook CF31,nan,Silver,Intel,80211n 80211b 80211a 80211g,82 pounds,2,None,None,nan,"$3,499.99"
Panasonic TOUGHBOOK CF-20 M5-6Y57 1.1GHz 8GB 128GB 10.1IN WUXGA TPM CF-20A0004KM,Panasonic,101 Inches,128 GB,Touch,2.0 out of 5 stars,None,None,Bluetooth,None,2,128 GB,None,1 rating,"$3,399.99"
"Toughbook Panasonic 54, CF-54 MK3, Intel Core i5-7300U, 14.0 Inch HD, 512GB SSD, 16GB, Wi-fi, TPM, BT, Dual Pass, Backlit Keyboard, Webcam, Win 10 Pro (Renewed)",Toughbook,14 Inches,16 GB DDR4,CF54,nan,None,Intel,80211abgnac,64 pounds,2,None,1 Lithium Ion batteries required included,nan,nan
"Panasonic Toughbook CF-31JCGAX1M 13.1"" Notebook - Intel Core i5 i5-2520M 2.50 GHz - Magnesium Alloy",Panasonic,13 Inches,320 GB HDD,CF31JCGAX1M,nan,None,Intel,Bluetooth,10 pounds,2,None,None,nan,"$2,800.00"
"Toughbook CF-31WFLAXLM 13.1"" Touchscreen LCD LED Intel Core i5 i5-3340M 2.70 GHz 4GB RAM 500GB HDD Windows 7 64-bit Notebook",Panasonic,131 Inches,27 GHz,CF31,nan,None,Intel,Bluetooth,82 ounces,2,None,None,nan,"$2,699.99"
"Toughbook CF-191MYAX1M 10.1"" LED Intel Core i5 i5-3320M 2.60GHz 4GB RAM 500GB HDD Win 7 Pro 64-bit Rugged Notebook",Intel,101 Inches,500 GB HDD,cf19myax1m,nan,None,Intel,None,77 pounds,None,None,None,nan,"$2,950.00"
"Panasonic CF-31SAL781M WIN7, INTEL CORE I5-3320M 2.60GHZ, VPRO, 13.1 XGA TOUCH, 500GB(7200RPM), 4GB, IN",Panasonic,13 Inches,HDD,CF31,nan,None,Intel,Bluetooth,None,2,None,None,nan,"$3,300.00"
"Panasonic Toughbook CF-53STLZYLM 14-Inch Laptop (2.7 GHz Intel Core i5 3320M Processor, 4GB DDR3L, 500GB HDD, Windows 8) Silver",Panasonic,14 Inches,1333 MHz,Toughbook,nan,Silver,Intel,80211bgn,1 pounds,2,None,1 Lithium Ion batteries required included,nan,"$1,999.99"
2nd USB/CF-20/8GB/256GB SSD/Windows 10/WIFI/4G LTE/Multi Carrier/Webcam/Emissive Backlit Keyboard/,Panasonic,11 GHz IntelMobileCPU,Integrated,None,nan,Black,None,None,None,2,None,None,nan,"$3,699.99"
